grantee,url,amount,date,program,purpose
CDR Associates,https://hewlett.org/grants/cdr-associates-for-research-and-development-related-to-the-establishment-of-an-advanced-training-institute-in-mediation-and-conflict-resolution/,50000,2000-04-05,Conflict Resolution Date Awarded 4/5/2000 Term 12 Months Type of Support Project Strategies About the Grantee Grantee Website,For Research And Development Related To The Establishment Of An Advanced Training Institute In Mediation And Conflict Resolution
KITKA,https://hewlett.org/grants/kitka-for-general-support-1/,60000,2000-03-23,Performing Arts,For General Support
Dancers Group,https://hewlett.org/grants/dancers-group-for-national-dance-week-bay-area/,15000,2000-03-23,Performing Arts,For National Dance Week/Bay Area
Aspen Institute,https://hewlett.org/grants/aspen-institute-for-the-urban-high-school-project/,50000,2000-03-23,Education,For The Urban High School Project
Oakland Interfaith Gospel Choir,https://hewlett.org/grants/oakland-interfaith-gospel-choir-for-general-support-and-for-long-range-planning/,25000,2000-03-23,Performing Arts,For General Support And For Long-range Planning
Circus Center,https://hewlett.org/grants/circus-center-for-the-purchase-of-the-new-pickle-circus-and-for-general-support/,50000,2000-03-23,Performing Arts,For The Purchase Of The New Pickle Circus And For General Support
Musical Traditions dba Paul Dresher Ensemble,https://hewlett.org/grants/musical-traditions-dba-paul-dresher-ensemble-for-emergency-support/,50000,2000-03-20,Performing Arts,For Emergency Support
Aspen Institute,https://hewlett.org/grants/aspen-institute-for-development-of-a-national-k-12-reform-leadership-group/,75000,2000-03-17,Education,For Development Of A National K-12 Reform Leadership Group
Stanford University,https://hewlett.org/grants/stanford-university-for-the-john-gardner-center-for-youth-and-their-communities/,10000,2000-03-16,Education,For The John Gardner Center For Youth And Their Communities
Research Triangle Institute,https://hewlett.org/grants/research-triangle-institute-for-the-census-civic-mobilization-reaction-tracking-study/,75000,2000-03-15,Special Projects,For The Census Civic Mobilization Reaction Tracking Study
Classics for Kids Foundation,https://hewlett.org/grants/classics-for-kids-foundation-for-a-program-to-provide-children-with-musical-instruments-so-they-can-learn-to-appreciate-and-perform-classical-music/,75000,2000-03-06,Special Projects,For A Program To Provide Children With Musical Instruments So They Can Learn To Appreciate And Perform Classical Music
Redwood City School District,https://hewlett.org/grants/redwood-city-school-district-for-the-bay-area-charter-high-school/,46000,2000-02-28,Education,For The Bay Area Charter High School
Library of Congress,https://hewlett.org/grants/library-of-congress-for-a-conference-entitled-democracy-and-the-rule-of-law-in-a-changing-world-order/,50000,2000-02-28,Special Projects,For A Conference Entitled Democracy And The Rule Of Law In A Changing World Order
Stanford University,https://hewlett.org/grants/stanford-university-for-the-u-s-russia-student-leadership-summit-a-conference-focused-on-fostering-student-leadership-and-public-service-training/,50000,2000-02-03,Special Projects,"For The U.S.-Russia Student Leadership Summit, A Conference Focused On Fostering Student Leadership And Public Service Training"
Center for Strategic and International Studies,https://hewlett.org/grants/center-for-strategic-and-international-studies-for-a-comparative-study-of-recent-economic-performance-and-future-economic-prospects-in-latin-america/,50000,2000-02-01,U.S.-Latin American Relations Date Awarded 2/1/2000 Term 27 Months Type of Support Project Strategies About the Grantee Grantee Website,For A Comparative Study Of Recent Economic Performance And Future Economic Prospects In Latin America
Universidad Torcuato di Tella,https://hewlett.org/grants/universidad-torcuato-di-tella-for-an-international-conference-on-argentine-economic-history-and-policy/,75000,2000-02-01,U.S.-Latin American Relations Date Awarded 2/1/2000 Term 31 Months Type of Support Project Strategies About the Grantee Grantee Website,For An International Conference On Argentine Economic History And Policy
Santa Cruz County Office of Education,https://hewlett.org/grants/santa-cruz-county-office-of-education-for-the-national-board-certified-teachers-collaborative/,11000,2000-01-13,Education,For The National Board Certified Teachers Collaborative
Volunteer Center of San Mateo County,https://hewlett.org/grants/volunteer-center-of-san-mateo-county-for-the-san-mateo-county-youth-service-initiative/,70000,2000-01-05,SF Bay Area,For The San Mateo County Youth Service Initiative
Allied Fellowship Service,https://hewlett.org/grants/allied-fellowship-service-for-the-family-resource-network-project/,50000,2000-01-04,SF Bay Area,For The Family Resource Network Project
Silicon Valley Community Foundation,https://hewlett.org/grants/silicon-valley-community-foundation-for-the-1999-2000-holiday-fund/,20000,2000-01-04,SF Bay Area,For The 1999-2000 Holiday Fund
Fund for Public Schools,https://hewlett.org/grants/fund-for-public-schools-for-support-to-the-brooklyn-and-staten-island-school-district-in-helping-children-deal-with-the-terrorist-attacks-of-september-11-by-implementing-the-sera-learning-programs/,6000,2001-11-27,Special Projects,For Support To The Brooklyn And Staten Island School District In Helping Children Deal With The Terrorist Attacks Of September 11 By Implementing The Sera Learning Programs
Fund for Public Schools,https://hewlett.org/grants/fund-for-public-schools-for-programs-to-help-children-deal-with-the-terrorist-attacks-of-september-11-by-implementing-the-sera-learning-programs/,19000,2001-11-27,Special Projects,For Programs To Help Children Deal With The Terrorist Attacks Of September 11 By Implementing The Sera Learning Programs
Aurora Theatre Company,https://hewlett.org/grants/aurora-theatre-company-for-matching-funds-to-be-applied-to-debt-reduction-and-costs-of-opening-a-new-theatre/,70000,2001-11-13,Performing Arts,For Matching Funds To Be Applied To Debt Reduction And Costs Of Opening A New Theatre
Facing the Future: People and the Planet,https://hewlett.org/grants/facing-the-future-people-and-the-planet-for-general-support-0/,75000,2001-11-13,Global Development and Population,For General Support
Yale University,https://hewlett.org/grants/yale-university-for-an-ongoing-program-to-create-an-archive-of-audio-and-videotaped-interviews-of-living-composers/,75000,2001-11-09,Performing Arts,For An Ongoing Program To Create An Archive Of Audio And Videotaped Interviews Of Living Composers
San Diego Foundation,https://hewlett.org/grants/san-diego-foundation-for-a-community-engagement-initiative-for-san-diego-city-schools/,75000,2001-11-09,Education,For A Community Engagement Initiative For San Diego City Schools
United Nations,https://hewlett.org/grants/united-nations-for-a-strategic-planning-meeting-to-establish-priorities-for-the-future-of-the-united-nations/,75000,2001-11-07,Conflict Resolution Date Awarded 11/7/2001 Term 23 Months Type of Support Project Strategies About the Grantee Grantee Website,For A Strategic Planning Meeting To Establish Priorities For The Future Of The United Nations
Tides Center,https://hewlett.org/grants/tides-center-for-the-youth-transition-funders-group-0/,10000,2001-11-05,Youth Date Awarded 11/5/2001 Term 15 Months Type of Support Project About the Grantee Grantee Website,For The Youth Transition Funders Group
National Parks and Conservation Association,https://hewlett.org/grants/national-parks-and-conservation-association-for-the-options-analysis-and-transition-planning-of-the-business-plan-initiative/,75000,2001-11-05,Environment,For The Options Analysis And Transition Planning Of The Business Plan Initiative
Environmental Leadership Program,https://hewlett.org/grants/environmental-leadership-program-for-a-retreat-for-emerging-leaders-in-environmental-philanthropy/,25000,2001-10-26,Environment,For A Retreat For Emerging Leaders In Environmental Philanthropy
Sonoran Institute,https://hewlett.org/grants/sonoran-institute-for-the-western-roundup-and-western-gathering/,13000,2001-10-26,Environment,For The Western Roundup And Western Gathering
Twenty-First Century Initiative,https://hewlett.org/grants/twenty-first-century-initiative-for-distribution-of-a-documentary-film-entitled-john-gardner-uncommon-american/,50000,2001-10-23,Special Projects,For Distribution Of A Documentary Film Entitled John Gardner: Uncommon American
CPR Institute for Dispute Resolution,https://hewlett.org/grants/cpr-institute-for-dispute-resolution-for-a-strategic-planning-initiative/,75000,2001-10-22,Conflict Resolution Date Awarded 10/22/2001 Term 17 Months Type of Support Project Strategies About the Grantee Grantee Website,For A Strategic Planning Initiative
Columbia University,https://hewlett.org/grants/columbia-university-for-the-mother-to-child-transmission-plus-initiative/,1000000,2001-10-15,Global Development and Population,For The Mother-to-Child-Transmission Plus Initiative
University of Virginia,https://hewlett.org/grants/university-of-virginia-for-the-community-based-collaborative-research-consortium-project/,375000,2001-10-15,Conflict Resolution Date Awarded 10/15/2001 Term 29 Months Type of Support Project About the Grantee Grantee Website,For The Community-based Collaborative Research Consortium Project
