grantee,url,amount,date,program,purpose
Ipas,https://hewlett.org/grants/ipas-for-support-of-diversity-equity-and-inclusion-work/,90000,2018-07-13,Global Development and Population,"For Support Of Diversity, Equity, And Inclusion Work"
Social Science Research Council,https://hewlett.org/grants/social-science-research-council-for-support-of-digital-disinformation-research-mapping-and-policy-translation/,250000,2018-07-13,Madison Initiative,For Support Of Digital Disinformation Research Mapping And Policy Translation
MSI-US,https://hewlett.org/grants/msi-us-for-support-of-human-centered-design-in-rural-kenya-0/,100000,2018-07-13,Global Development and Population,For Support Of Human-centered Design In Rural Kenya
"Univision Communications, Inc.",https://hewlett.org/grants/univision-communications-inc-for-research-and-content-on-how-hispanic-audiences-understand-deeper-learning/,110000,2018-07-11,Education,For Research And Content On How Hispanic Audiences Understand Deeper Learning
"NEO Philanthropy, Inc.",https://hewlett.org/grants/neo-philanthropy-inc-for-support-of-the-friends-of-the-u-s-commission-on-civil-rights/,450000,2018-07-10,Education,For Support Of The Friends Of The U.S. Commission On Civil Rights
California County Superintendents Educational Services Association,https://hewlett.org/grants/california-county-superintendents-educational-services-association-for-the-arts-initiative-program/,1425000,2018-07-09,Performing Arts,For The Arts Initiative Program
Groundswell Fund,https://hewlett.org/grants/groundswell-fund-for-general-operating-support-3/,2500000,2018-07-09,Global Development and Population,For General Operating Support
Guttmacher Institute,https://hewlett.org/grants/guttmacher-institute-for-general-operating-support-5/,3000000,2018-07-09,Global Development and Population,For General Operating Support
University of Kentucky Research Foundation,https://hewlett.org/grants/university-of-kentucky-research-foundation-for-support-of-the-national-center-for-innovation-in-education-3/,2500000,2018-07-09,Education,For Support Of The National Center For Innovation In Education
IntraHealth,https://hewlett.org/grants/intrahealth-for-support-to-the-ouagadougou-partnership-coordination-unit/,1500000,2018-07-09,Global Development and Population,For Support To The Ouagadougou Partnership Coordination Unit
Advocates Coalition for Development and Environment,https://hewlett.org/grants/advocates-coalition-for-development-and-environment-for-the-center-for-budget-and-economic-governance-0/,1800000,2018-07-09,Global Development and Population,For The Center For Budget And Economic Governance
Center for Global Development,https://hewlett.org/grants/center-for-global-development-for-general-operating-support-4/,3000000,2018-07-09,Global Development and Population,For General Operating Support
Resources Legacy Fund,https://hewlett.org/grants/resources-legacy-fund-for-conservation-of-the-canadian-boreal-forest/,2000000,2018-07-09,Environment,For Conservation Of The Canadian Boreal Forest
"Partnership for Economic Policy, Inc.",https://hewlett.org/grants/partnership-for-economic-policy-inc-for-support-to-strengthen-impact-evaluation-capacities-in-east-and-west-africa/,1330000,2018-07-09,Global Development and Population,For Support To Strengthen Impact Evaluation Capacities In East And West Africa
"African Population and Health Research Center, Inc.",https://hewlett.org/grants/african-population-and-health-research-center-inc-for-general-operating-support-4/,2575000,2018-07-09,Global Development and Population,For General Operating Support
American Rivers,https://hewlett.org/grants/american-rivers-for-the-hydropower-reform-coalition-0/,1500000,2018-07-09,Environment,For The Hydropower Reform Coalition
International Budget Partnership,https://hewlett.org/grants/international-budget-partnership-for-general-operating-support-0/,3000000,2018-07-09,Global Development and Population,For General Operating Support
Rockefeller Philanthropy Advisors,https://hewlett.org/grants/rockefeller-philanthropy-advisors-for-the-fund-for-shared-insight-donor-collaborative-0/,2000000,2018-07-09,Effective Philanthropy,For The Fund For Shared Insight Donor Collaborative
Wilderness Society,https://hewlett.org/grants/wilderness-society-for-securing-lasting-conservation-protections-and-broadening-voices-for-western-public-lands-1/,3000000,2018-07-09,Environment,For Securing Lasting Conservation Protections And Broadening Voices For Western Public Lands
African Population and Health Research Center,https://hewlett.org/grants/african-population-and-health-research-center-for-general-operating-support-4/,2575000,2018-07-09,Global Development and Population,For General Operating Support
Learning Policy Institute,https://hewlett.org/grants/learning-policy-institute-for-general-operating-support-0/,3750000,2018-07-09,Education,For General Operating Support
Population Services International,https://hewlett.org/grants/population-services-international-for-support-of-population-services-internationals-francophone-west-africa-program/,1400000,2018-07-09,Global Development and Population,For Support Of Population Services International's Francophone West Africa Program
Mediators Foundation,https://hewlett.org/grants/mediators-foundation-for-the-philanthropy-bridging-divides-project/,50000,2018-07-09,Special Projects,For The Philanthropy Bridging Divides Project
Project on Government Oversight,https://hewlett.org/grants/project-on-government-oversight-for-support-of-the-truth-in-public-comments-project/,200000,2018-07-06,Madison Initiative,For Support Of The Truth In Public Comments Project
Illustrative Mathematics,https://hewlett.org/grants/illustrative-mathematics-for-support-to-develop-guided-customization-tools-for-teachers/,250000,2018-07-06,Education,For Support To Develop Guided Customization Tools For Teachers
Stanford University,https://hewlett.org/grants/stanford-university-for-stanford-social-innovation-review-beneficiary-feedback-campaign/,79000,2018-07-06,Effective Philanthropy,For Stanford Social Innovation Review Beneficiary Feedback Campaign
Community School of Music and Arts,https://hewlett.org/grants/community-school-of-music-and-arts-for-general-operating-support-0/,405000,2018-07-03,Performing Arts,For General Operating Support
Natural Resources Defense Council,https://hewlett.org/grants/natural-resources-defense-council-for-catalyzing-mobility-pricing/,300000,2018-07-03,Environment,For Catalyzing Mobility Pricing
Yurok Tribe,https://hewlett.org/grants/yurok-tribe-for-research-toward-the-restoration-of-the-klamath-river/,225000,2018-07-03,Environment,For Research Toward The Restoration Of The Klamath River
New America,https://hewlett.org/grants/new-america-for-support-of-cybersecurity-and-internet-policy-programs-2/,250000,2018-07-03,Cyber,For Support Of Cybersecurity And Internet Policy Programs
"University of California, Berkeley Foundation",https://hewlett.org/grants/university-of-california-berkeley-foundation-for-the-berkeley-judicial-institute/,250000,2018-07-03,Special Projects,For The Berkeley Judicial Institute
Environmental Health Coalition,https://hewlett.org/grants/environmental-health-coalition-for-california-environmental-justice-alliances-global-action-summits-organizing-project/,100000,2018-07-03,Environment,For California Environmental Justice Alliance's Global Action Summit's Organizing Project
National Wildlife Federation,https://hewlett.org/grants/national-wildlife-federation-for-the-hunters-and-anglers-defending-public-lands-program-3/,130050,2018-07-03,Environment,For The Hunters And Anglers Defending Public Lands Program
IDinsight,https://hewlett.org/grants/idinsight-for-support-of-monitoring-and-evaluation-for-the-ministry-of-education-project/,1000000,2018-07-03,Global Development and Population,For Support Of Monitoring And Evaluation For The Ministry Of Education Project
Conservation International,https://hewlett.org/grants/conservation-international-for-the-climate-action-platform-planning-project/,350000,2018-07-03,Environment,For The Climate Action Platform Planning Project
Fund for Constitutional Government,https://hewlett.org/grants/fund-for-constitutional-government-for-the-fact-coalitions-research-outreach-and-public-engagement-to-support-tax-transparency-standards/,300000,2018-06-29,Global Development and Population,"For The FACT Coalition’s Research, Outreach, And Public Engagement To Support Tax Transparency Standards"
URGE: Unite for Reproductive & Gender Equity,https://hewlett.org/grants/urge-unite-for-reproductive-gender-equity-for-general-operating-support-1/,300000,2018-06-29,Global Development and Population,For General Operating Support
San Francisco Arts Commission,https://hewlett.org/grants/san-francisco-arts-commission-for-sponsorship-of-the-2018-world-cities-culture-summit-in-san-francisco/,75000,2018-06-29,Performing Arts,For Sponsorship Of The 2018 World Cities Culture Summit In San Francisco
Africa's Voices Foundation,https://hewlett.org/grants/africas-voices-foundation-for-a-consultancy-to-strengthen-their-financial-planning-and-management/,32000,2018-06-29,Global Development and Population,For A Consultancy To Strengthen Their Financial Planning And Management
Makerere University,https://hewlett.org/grants/makerere-university-for-support-of-a-rapid-response-policy-research-center/,400000,2018-06-29,Global Development and Population,For Support Of A Rapid Response Policy Research Center
Campbell Collaboration,https://hewlett.org/grants/campbell-collaboration-for-support-of-the-campbell-collaboration-secretariat-1/,1000000,2018-06-29,Global Development and Population,For Support Of The Campbell Collaboration Secretariat
Berkeley Lab Foundation,https://hewlett.org/grants/berkeley-lab-foundation-for-the-india-program-for-electrification-and-fuel-efficiency-in-transport/,300000,2018-06-28,Environment,For The India Program For Electrification And Fuel Efficiency In Transport
East Oakland Youth Development Center,https://hewlett.org/grants/east-oakland-youth-development-center-for-general-operating-support-0/,100000,2018-06-28,Special Projects,For General Operating Support
Water Foundation,https://hewlett.org/grants/water-foundation-for-leadership-development-and-succession-planning/,40000,2018-06-28,Environment,For Leadership Development And Succession Planning
